"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","smsp__average_warp_latency_per_inst_issued.ratio","smsp__inst_executed.sum"
"","","","","","","","","","","","cycle","inst"
"0","49476","bench.exe","127.0.0.1","q8_qmma","1","13","(128, 1, 1)","(1, 20, 1)","0","7.5","3.394840","2950480.000000"
