"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","launch__occupancy_limit_registers","launch__registers_per_thread_allocated"
"","","","","","","","","","","","block","register/thread"
"0","49476","bench.exe","127.0.0.1","q8_qmma","1","13","(128, 1, 1)","(1, 20, 1)","0","7.5","2.000000","240.000000"
